9687 27657
3653 7476 778
6037 4614 -860
8185 157 -415
946 4830 752
2592 4416 570
5073 2616 -746
9067 4797 189
9660 1216 231
6395 7982 -91
9404 3709 88
592 286 620
6603 7146 989
6757 264 -211
4219 6181 -278
2797 7337 685
2239 4074 810
4457 3917 -185
983 6572 360
1059 4618 -879
584 9337 -909
7777 506 -847
7257 5236 276
4915 7848 -911
3066 1356 -406
303 268 761
7462 1556 214
6313 235 -337
2756 9623 225
1428 6470 295
7141 6593 -319
864 4926 -251
3443 5572 -363
6488 7983 95
1519 8795 203
9548 3157 429
3966 5270 -349
1786 6888 -354
9567 7796 458
8498 6479 -883
1026 2948 983
3937 4550 -579
3943 4901 -383
9148 4358 64
5045 3389 822
2677 9562 -347
3665 9344 -141
6357 8402 -454
976 752 -140
5005 1424 -586
4857 730 -642
2904 4956 -842
2526 5734 148
8632 4710 -805
615 304 32
9573 7517 216
220 3815 -50
5037 5989 -366
9176 8708 -231
4998 4823 -724
6030 6317 -51
8725 5083 -639
6041 1380 381
9187 8093 -446
3085 4218 -525
1826 7170 -850
9228 9414 330
2544 8364 -932
3894 6737 -508
9204 3507 286
9414 8349 409
5166 7055 762
5487 7028 542
7262 2410 -924
7718 1184 692
8298 5426 466
2651 1563 35
5050 5147 711
499 892 -501
3245 7905 78
4249 9130 181
5868 4908 -933
2607 7540 -279
7036 5154 -547
5430 8700 512
3677 7398 -21
1473 715 -293
7505 693 -870
1819 1657 -767
5043 8893 -912
8120 4733 453
8174 4614 224
5712 1142 546
5826 7189 -249
5418 5076 326
4604 1720 365
4969 8520 -32
8187 8779 655
3458 2860 701
4020 3681 -718
5858 1126 800
7836 2316 -763
3273 2368 570
3662 3525 569
7192 5919 -225
4488 6624 543
2342 4866 667
1625 2960 -563
2457 4629 -783
4456 1427 -216
6073 2138 -178
101 6903 -762
310 6249 -647
3999 1155 873
8873 3973 -301
5918 3738 235
7583 4500 342
6385 3530 -382
4578 6617 -264
4108 4089 631
8671 5963 754
8927 754 255
4160 9678 -688
2626 4158 48
939 6635 -964
6374 6993 -405
5453 3544 448
1961 2258 642
961 4175 787
1556 2604 -391
7266 2993 940
6357 7121 501
6463 8572 -238
8491 4873 -137
3952 3876 -477
1426 8777 903
6984 6874 -833
6568 226 707
5543 4983 -162
1039 6184 -641
5868 8964 401
3893 452 223
9172 2316 -137
5668 2573 396
4654 6130 213
8144 1711 991
6601 5069 -109
7380 9568 350
6628 4807 -954
823 2824 -81
8071 1876 938
2340 7019 -234
7210 2829 -276
6849 7270 923
2081 8736 -490
5823 7216 599
2724 4777 612
9272 6309 -945
6654 6947 -174
3011 7158 150
8438 2288 917
1931 6296 -687
9462 6303 124
2154 8313 -925
6592 5536 508
2057 8922 -16
8343 9456 -991
7320 6187 -659
6619 9514 -262
9461 596 -686
6018 9204 -146
1920 9068 -234
2068 8497 421
4625 8215 806
9572 7009 -465
6561 878 45
6431 1433 -4
2336 2854 -605
9077 6276 -271
4112 9534 804
4169 1625 134
5571 2103 -491
2972 5587 263
5900 4493 270
9601 1826 525
3496 7793 545
825 3778 -113
5255 6343 39
1216 6118 530
8479 5138 592
1344 1815 165
3473 6515 336
284 2723 191
329 2774 27
9212 9440 420
3048 9594 -282
6655 3581 -902
4438 4426 -85
7587 8696 523
1284 2111 -985
2883 1147 626
8516 4729 681
9666 1761 -867
1281 7545 300
5276 4274 -983
7692 4491 124
4107 6677 -290
2997 5205 956
4024 3570 -303
353 8175 749
6950 8448 86
4209 6035 768
9146 3100 573
1599 4333 101
6674 2916 -115
4547 9244 -325
3151 9369 248
2800 9196 -84
7759 8349 -161
2460 3955 -228
5564 1370 822
3121 7837 -801
2534 7559 109
3118 7835 -784
3259 4878 849
4472 8589 -574
5446 8209 779
847 5235 -283
3099 6777 488
9419 9114 152
9520 274 -252
618 3670 -513
4965 7942 -416
1188 7392 927
1320 9167 -362
5466 8223 785
8241 7993 225
6407 1352 -569
1239 2086 -704
2750 2115 840
8623 3509 -463
3482 1769 -614
4236 681 855
1620 1115 -95
3608 3740 -45
4209 6488 450
2302 856 414
7037 7041 236
3559 349 -529
1191 3946 977
1205 3426 318
2329 7066 419
8234 1485 -301
4764 5759 -229
6600 894 48
1040 7734 -487
4613 8964 785
6652 6074 891
7912 4643 191
4964 5456 839
7898 3880 -212
4665 4189 -961
2725 2418 250
3234 7001 484
7994 9064 131
7158 1383 -338
8729 1987 -173
869 5616 389
6039 7979 -545
5136 1649 768
1238 8291 -379
2971 7518 -174
8215 4043 57
7011 272 607
5580 927 852
1096 2300 -698
6299 512 -703
822 4385 -800
2284 2579 -753
6049 4077 -54
591 4827 41
4816 1988 834
5229 1251 -818
217 2198 24
2554 2490 -988
3338 7293 -113
3928 719 -476
2624 2489 -316
4241 1 410
3414 633 465
2993 1930 583
6149 5871 -375
4719 8496 856
2756 6946 -732
2938 2596 702
4501 6347 -16
8039 4967 -435
7211 6038 -467
2237 5425 -921
8385 1228 -464
1526 5656 132
8303 5364 -766
2453 7617 854
5878 4733 52
7440 3658 175
852 5719 -857
4171 1659 666
9379 7125 781
7681 3565 832
4799 9152 533
5230 7055 337
997 9675 111
3284 1801 -575
4333 2044 128
5772 5681 -90
8042 7228 89
1264 1943 -957
3759 2183 584
7541 2162 -962
4588 7504 -385
9476 7057 465
2626 5027 -134
2469 6558 -923
2053 1652 -922
6981 6319 -615
2290 7127 -492
3847 838 -438
8148 9388 921
3262 8349 795
4153 2056 -951
4707 991 -781
3470 4308 344
7245 1059 799
8674 4197 -832
262 1948 -911
1944 2505 907
370 1488 853
3671 3335 -304
1012 1141 -818
3092 42 -649
8802 1583 520
4632 7030 507
5184 5617 -839
3715 2352 372
5406 941 -725
4157 8237 -165
7998 6869 -222
2953 7046 719
6969 5813 354
4870 5496 216
9420 7620 903
9578 1946 734
629 6535 -114
8031 4988 -352
7292 7535 -816
5678 1090 -843
8707 1371 330
9048 4351 -808
1893 1475 647
7178 2070 -591
314 4026 996
8682 4711 117
1867 8894 579
4660 2356 947
9630 7421 920
500 6177 60
1911 1076 -258
3207 9033 71
5101 4034 -9
7559 2274 679
5446 5536 73
2913 4422 -266
2745 8367 865
2040 6962 -784
5635 8495 -6
4887 6060 -454
8393 5470 -444
7883 3258 873
8226 7610 421
920 8644 -950
572 902 -226
6180 8791 428
928 1246 -752
451 7727 750
7388 6984 905
1280 1803 -285
4180 8162 -872
2654 6295 -163
6343 1954 814
8744 9167 224
6276 6752 -282
5233 7253 -543
7273 7381 -460
6942 3774 -910
961 9640 594
3789 1964 -349
5490 6400 11
2861 4036 151
5693 8159 678
5774 7081 306
745 6378 -342
3924 4961 643
4086 2217 206
2713 5 331
50 6086 189
3189 9678 587
7836 8711 -122
3218 8720 -846
4492 8575 -478
8885 8648 434
5378 599 -225
6533 507 -226
2026 9139 798
4840 5794 -36
4280 2393 -963
420 5241 511
9657 9442 408
2539 3356 898
82 1656 699
7459 8118 -420
1568 3090 -530
9636 9171 -924
788 2619 320
6695 979 129
5569 6018 441
5232 1066 487
2180 7475 -939
888 1234 -968
711 8293 -521
2130 4754 -488
526 765 -694
1745 9083 -730
777 1574 570
4056 694 -272
4298 6533 -466
7269 8424 888
9019 1736 -67
4397 9498 143
1176 6597 757
2896 6472 615
7650 9597 -594
9205 610 782
396 8451 164
6748 6273 -902
4703 7831 -984
1608 3633 732
7315 5402 187
3669 3301 657
4302 7958 -602
2640 526 668
854 2522 47
6795 2688 665
8835 5415 589
1720 4516 556
8672 531 977
3023 6340 25
8055 6622 -217
9526 7380 -84
7227 7612 -199
9491 5869 57
2991 1169 402
462 765 902
7047 7421 473
362 1234 -992
8410 2674 669
5195 2844 806
1353 5302 -237
110 3436 -541
5922 1558 338
4371 4583 601
9199 9296 350
3157 3299 467
4119 3349 547
4457 343 -803
8244 3984 -570
7981 2178 -195
832 1591 -412
652 7567 -685
5721 8493 800
152 6361 412
703 3769 796
7588 8807 216
7626 4217 268
9174 5564 722
7078 3513 -918
6779 4990 567
4613 2012 69
1797 647 767
2638 484 315
9303 5947 356
2463 4519 -445
3376 8878 -856
2236 9664 955
2381 5910 -92
9240 291 609
9281 2910 -402
987 591 -13
2971 8851 408
5341 6753 -565
6794 1601 -181
1923 9387 990
5523 5290 728
5666 8216 955
869 4913 -540
7946 2182 658
6974 4587 63
5757 4320 589
2749 633 -995
7014 5014 -419
9507 4945 -38
1410 5134 374
2014 109 461
8241 4672 -459
203 937 -919
4042 1712 -808
1093 4413 528
8238 5570 -712
9202 9312 38
1718 8277 -244
8524 5042 612
4324 231 -878
2897 5318 370
3093 5237 -979
6527 6651 574
9428 8884 -859
8139 8025 7
7045 1017 491
650 2401 -483
971 8354 732
2994 7545 304
2171 9581 456
6304 1446 -131
4988 3931 648
6203 2084 697
4946 7405 873
5663 633 -999
2313 5906 -926
7135 2530 716
8175 5718 -655
9000 2597 930
3529 2943 -780
6423 7477 -847
248 1868 703
214 2803 336
8471 7751 -714
7940 6846 -985
5436 8305 222
6402 1898 868
1725 4058 625
7543 5147 390
1884 98 944
2614 8959 -225
2894 8746 293
4272 291 -156
9306 1670 -891
4697 6466 264
8911 3988 871
4106 645 855
8968 765 536
1887 5372 -157
3046 302 753
8685 980 -456
6951 7018 694
278 1378 25
7255 2342 565
7621 9431 -334
7511 1016 15
9584 3851 315
2828 514 -675
6859 8217 -166
8094 1073 -578
1032 6540 -846
5964 6451 616
1770 1771 659
330 4377 -461
5008 97 309
6765 2210 -888
2850 9167 -510
6021 2739 857
6294 7100 657
6970 66 -368
65 3804 -373
8862 7712 -315
4676 6761 332
9145 7152 204
8179 874 425
6054 2719 -820
955 7428 -589
9092 6464 695
452 2063 -705
6878 151 979
4121 6068 -781
1206 4932 281
6123 6096 54
1415 6392 502
825 1280 -116
2040 3668 -714
1863 3710 318
7573 6681 -882
8088 812 -525
308 8684 -2
3885 8974 837
1538 9150 706
6422 2642 467
95 6351 464
124 6066 882
2827 2424 646
7927 425 -45
445 9434 643
9625 474 -501
2607 1259 514
7194 9348 88
9365 248 -74
5934 921 -852
8264 2418 833
7075 6521 176
3405 2225 936
7665 1746 724
5028 8586 453
292 4340 -926
89 3270 -346
3965 3832 291
6265 1890 -9
2933 8165 -967
4162 3503 -386
9214 3384 959
8269 8846 -423
8480 779 -382
8041 8684 415
2706 5620 134
425 3990 349
5789 5492 281
6508 6856 -215
2717 6630 232
627 9359 -578
2948 1108 852
2526 9668 93
552 7975 -159
8815 8692 414
9425 9606 -999
6222 2526 71
7632 7427 -535
5903 3983 776
1721 4335 980
81 3631 997
4131 5378 -334
6582 6864 -242
7498 5737 717
769 8091 414
4683 128 336
7648 8533 241
7003 5664 1
3121 2397 -64
25 5864 -167
2604 2473 892
7658 4858 -772
3230 918 844
2350 7202 751
2545 7362 962
3516 4559 -886
7135 5324 775
6104 3107 -309
3675 8526 442
4861 9388 -998
4793 966 527
6463 6199 643
191 612 727
2316 1016 -142
4382 3240 281
772 9285 -651
5056 8674 678
1295 4158 366
2629 8298 261
1051 443 68
1782 7678 517
474 9521 -773
4894 5502 876
3432 6566 -87
985 7954 890
1251 5027 870
5033 7910 -256
1304 1012 10
8889 5940 -111
9619 6899 249
6304 7563 183
6024 8089 378
1710 9178 736
1458 1103 995
6370 7814 -814
5929 1654 908
7116 4052 -815
8872 5119 -341
1072 7615 -454
8117 3706 989
6461 366 -3
2623 2216 -280
8504 6968 806
1779 404 34
3999 5255 284
5931 6372 892
5547 8778 577
6172 5572 -974
9552 401 524
9282 1165 880
1234 1898 -736
9363 2201 -899
9203 5722 203
2690 1639 289
5082 185 347
2311 6175 97
8549 3642 -772
4157 5027 -780
522 6081 86
9097 2442 367
6647 1308 926
8314 6069 202
1640 3116 -11
509 7665 -646
8994 4964 389
8648 372 973
581 8729 -309
5526 8417 926
3828 4649 317
5593 5906 490
7570 7416 449
7786 1180 -366
1697 5673 -184
8067 5414 150
7278 7496 246
8837 5208 740
8575 7961 141
3819 5723 725
6967 1923 902
3813 7070 -764
3660 3395 73
5074 4947 -343
7188 5626 -385
2099 7788 -757
5350 954 -493
7645 1357 539
6223 8279 -708
9578 1229 417
519 7091 -449
6850 8489 -536
5836 73 -825
6959 3490 128
1117 612 755
3217 3356 -982
6205 1788 881
8992 6854 -352
5916 5091 704
6330 8036 288
6660 874 -375
3779 8495 -623
5738 2141 354
9206 3258 770
1527 2598 401
3976 9602 -826
5553 281 516
9074 6260 38
3605 3299 -483
6752 5860 -760
5954 5301 -269
4944 3002 128
4682 1078 167
3311 3985 -946
8557 9512 957
9419 8496 662
1781 7267 299
9077 3866 633
2632 9505 -414
889 3193 -101
1010 7155 457
4946 9203 -360
5573 2995 360
6304 6107 629
6245 8467 -721
1976 4850 -277
5475 3934 266
387 22 -81
1379 3700 -661
6727 6395 547
5353 6720 -634
9590 5732 887
8823 484 -922
5508 6616 -658
7718 1156 366
547 3962 197
5690 5930 -261
2112 5020 973
2925 1646 -981
136 1543 152
9059 4714 -451
9452 7693 -763
9100 3368 -291
3883 4862 788
5155 6403 -489
2810 1300 293
2489 4622 782
5999 2863 240
5463 3384 -892
8788 7596 35
7293 6280 892
1222 1268 92
5046 9012 462
5540 8834 506
9485 1674 -622
6552 6951 991
6242 9430 493
3228 3654 231
5546 6857 876
8345 5374 733
8184 5491 970
5085 6919 -365
9230 6814 -295
1510 3794 -674
8010 2977 -372
4717 5081 -742
9017 7879 -722
8580 1770 -236
2473 4804 376
373 4490 -881
6416 21 -953
520 7560 110
7559 3360 -606
2073 6685 -527
8561 9439 256
9550 3840 346
2164 4001 499
3224 6963 -772
2569 1958 785
3901 3084 -610
6240 9497 695
249 1962 -394
7605 3436 521
3699 5670 366
7518 9023 531
5732 4188 -868
7866 9626 209
2054 6773 -682
727 5494 572
6416 4658 852
6107 2675 736
4905 2746 728
4398 6536 -827
9096 9142 358
5530 3569 -992
268 3086 -477
9686 3519 -230
1232 1737 890
4294 2488 956
3727 4497 647
6245 941 -791
2128 9184 379
5150 3342 664
7854 8456 -74
3673 5868 216
1776 2370 116
2326 4207 918
9371 3532 -223
1268 197 -246
8032 4818 865
164 4840 -236
4209 4702 -702
3652 4069 -204
9006 1230 97
1267 5784 499
5073 9342 326
7557 398 -865
5285 178 -820
6319 1740 983
3426 6460 -299
8741 2648 -17
5986 539 77
478 8831 546
5733 5155 812
2754 104 321
6322 144 264
8897 3410 -840
1809 7907 -231
8100 66 422
2808 4578 507
5136 8539 -602
9453 9096 819
4440 626 411
1120 9422 -136
8992 4129 -484
872 9005 -407
3870 6322 105
7070 9653 83
7035 5692 -816
8993 2623 100
5957 2774 -379
5258 4389 748
184 9669 252
2403 4167 -322
8091 1832 -272
5471 1432 -718
8752 4769 -12
3018 5534 271
1245 1297 -362
6443 7524 -168
2539 8851 -974
1329 4057 -483
2616 2046 -905
4194 6496 459
2516 6619 -360
4811 5941 -565
4844 8067 -227
8720 3115 -38
4559 1223 -797
3780 5883 93
5942 4786 -854
62 6565 -634
5610 8923 -238
2838 1171 654
5852 2019 -445
3006 9532 -906
7664 9071 133
9473 8045 -933
1550 3237 357
2481 5100 731
1062 5742 641
6429 9060 -437
7933 7697 -507
9301 7445 -888
792 8278 138
2015 5982 679
8605 2975 -759
8394 5253 -477
6369 2144 -453
4633 624 786
7648 939 853
8740 8804 -31
1446 4684 -73
7743 3588 809
2451 3019 -104
151 409 -549
8284 5776 -645
7782 3853 -1000
540 7423 471
2226 8114 -457
6997 4636 834
5070 3652 944
866 3268 644
4833 6961 651
5880 4391 -230
4425 6930 193
2991 161 -261
8703 5915 673
7438 9554 -436
5148 1804 50
8378 1677 -188
7284 5917 -288
568 5521 -896
1344 6384 -55
6518 1518 -49
6207 943 388
8094 8794 595
1015 2361 56
6686 8644 -859
3546 6126 800
3949 7741 -94
1227 6849 140
6113 5918 25
138 2952 -366
2567 2820 964
1059 3366 133
744 4512 55
2145 4601 -290
2126 983 -375
511 9130 355
7184 5175 -108
4567 5115 -527
4610 699 -753
7624 3821 -651
7312 1484 -817
6716 3706 712
2186 4702 -85
6231 6664 356
8670 8535 243
4096 6467 690
7935 26 -710
8632 1012 162
3051 8621 990
1023 7473 -374
9306 5057 313
4328 4628 429
7388 6361 81
5712 6666 -62
6936 6362 255
8039 1802 843
757 6306 -623
5162 4476 -859
3553 3348 -355
2556 1196 708
2554 8291 726
382 1916 776
569 8057 -639
5502 8272 277
3914 3543 -483
5328 3354 564
2765 4753 -703
7925 4791 -153
625 5766 462
6853 1074 -316
1351 1102 197
3290 7493 780
7565 400 -163
6362 7161 -858
976 4476 -112
8 8412 833
2228 9248 124
3806 7424 964
5283 5669 -746
1960 1237 -516
9058 8942 20
6440 6298 -429
960 7915 -331
9286 1971 486
3329 2062 -776
1542 5875 -546
5449 2008 -120
1583 8402 -824
8508 6741 -235
5643 7122 -591
7598 8360 163
3494 1172 -883
7607 8512 -324
45 9647 465
7310 1038 104
6877 7076 144
7245 8857 941
2537 1006 705
6517 1230 -187
8587 3369 127
1349 2423 867
160 4593 288
8119 2945 878
5080 6821 -507
3838 8411 668
477 4073 220
5356 472 371
8773 209 208
375 3063 -952
7223 5695 885
5074 3195 601
4210 7151 -558
2203 1098 -411
8719 3094 1000
1650 2728 56
9251 8244 182
8933 2696 -34
1631 990 925
5749 335 -101
429 3591 504
6045 3986 631
6858 302 -336
8973 9187 -525
7074 2338 567
4390 8245 -700
9478 1534 -958
309 8644 -134
5228 4489 -170
3575 3662 -197
2676 1145 -257
2428 4595 -624
5480 3063 536
347 486 717
747 6754 -526
8533 4629 -89
4399 4371 -520
5659 5382 -99
4933 2034 734
9658 2860 959
3107 8699 340
7074 7067 -291
2120 144 -830
7366 1274 -767
9414 7195 -157
3532 6430 -770
6627 5977 370
469 5567 695
5951 4681 209
5953 827 141
4064 5275 -317
7995 2859 265
7666 4476 420
8447 9477 -873
7425 4936 263
9539 7305 -466
2430 9159 -348
3243 1780 -430
6392 7157 568
1486 8210 -907
5742 1443 -394
5669 381 644
2165 6959 -43
5905 7402 -354
1036 3370 271
4574 8049 -251
682 1574 571
6747 3758 547
8743 6040 -176
5459 4034 59
7294 3236 293
3617 6442 -587
5222 5468 -620
6423 2981 465
4610 9211 570
4250 5426 -174
7633 9492 737
3352 1695 -72
1974 1072 205
3456 6188 989
808 7433 -499
7269 1212 582
8548 851 663
9411 3052 -669
7649 1567 232
3271 7 -885
1028 8904 -203
6707 3564 490
609 2396 -266
3210 4739 131
2981 5209 -408
4515 8357 352
8846 2414 691
2644 3355 611
7379 3707 -448
4860 7275 403
977 4670 -416
358 283 795
3076 5909 562
8118 4509 191
6181 8134 318
4509 7262 228
6561 5005 924
4964 6900 672
6450 7069 48
7387 824 121
5620 5435 -332
2357 9030 -602
7464 6806 -911
1703 1573 -918
989 2614 -198
6594 1934 -849
1149 5105 41
8638 2249 -330
4155 5648 -367
1479 2845 -513
6658 8440 731
9180 5926 -907
3472 2434 -321
152 1321 278
7796 5554 -522
1080 1694 -186
9159 6131 -272
3584 1754 -568
6652 4877 -313
7539 5578 -33
8002 4594 -32
7919 3482 -308
8793 4882 -121
8042 3284 -501
4274 7397 -281
6200 6494 218
8898 7953 481
5478 5747 968
3411 239 -358
3541 1213 406
4889 4430 -395
8297 4833 -252
7044 259 704
1335 5488 -962
2581 3809 939
7680 6072 -758
8862 8002 425
8938 5712 -249
4964 6125 -723
9079 3772 -492
3431 266 -897
1328 1585 442
662 1505 4
2434 8034 -136
1219 5384 -198
8552 4988 210
7546 9454 992
2738 6923 -999
4870 5542 959
9333 8778 478
199 7172 175
2329 592 -516
1706 1428 352
8526 2495 -158
2515 7859 -142
463 3041 50
5765 2525 -129
6472 7365 350
5934 2514 -873
33 9018 955
6341 3235 650
5766 368 -680
6865 9668 -298
6136 3269 255
7502 8972 515
8261 1230 445
2076 9288 -599
1505 2436 520
7738 5762 -868
3965 7392 -949
5778 6472 198
8367 7719 -320
6624 9379 878
6680 3525 -479
8910 7704 -951
5461 8719 -779
4063 161 413
9277 8673 -226
2278 8664 -83
8521 247 363
4809 8796 -523
3829 2172 -939
1105 3353 -395
8030 759 -436
5964 5953 881
6167 5856 -952
492 34 -138
569 5455 76
8807 2170 869
1883 8280 257
5066 5712 243
8517 648 94
8189 1136 -197
337 391 402
8139 2304 -576
1246 3973 -527
5235 1487 558
1149 2650 -277
4381 6931 -211
7187 3237 871
2773 7515 -582
1692 1849 507
1408 638 -867
4857 8582 -622
6508 3173 -214
3914 257 -586
6598 7348 -254
8798 2945 -260
2347 2037 -489
9238 2978 756
9674 2401 -873
6207 6212 970
5701 4457 -523
6160 1620 -318
5093 3115 -834
8241 4062 -632
1104 652 656
9108 2339 983
6767 5536 470
8468 7421 52
1301 9308 681
8588 9607 -656
402 7804 -793
9090 5664 902
8276 5866 -100
4683 1458 -818
7710 8129 215
6226 1382 -713
7932 2555 -703
971 8954 168
1450 9354 -378
5888 2878 -457
683 5437 986
3138 1289 214
3111 2662 239
8896 6198 504
5704 9445 213
5187 749 445
5367 4680 -890
7639 1527 935
4465 8822 164
